iter	Logloss
159	0.4901807997
160	0.4896580069
161	0.4893701269
162	0.4889143559
163	0.4885422895
164	0.4881143046
165	0.4877640612
166	0.4874889729
167	0.4869507085
168	0.4866685392
169	0.4861875075
170	0.4858131354
171	0.4853468504
172	0.4849810418
173	0.4847312889
174	0.4842174246
175	0.4838065296
176	0.4831993399
177	0.4831355501
178	0.482691219
179	0.4823312661
180	0.4819017986
181	0.4814538312
182	0.4810500031
183	0.4807228011
184	0.4803926548
185	0.4800140102
186	0.4796720428
187	0.4790243338
188	0.4787519792
189	0.4783781893
190	0.4778803788
191	0.4774868285
192	0.4770730712
193	0.4765751882
194	0.4762996369
195	0.4759142386
196	0.4754949858
197	0.4750849957
198	0.4748498468
199	0.4743336323
200	0.473900318
201	0.4735788265
202	0.4733352122
203	0.4729761503
204	0.4725709448
205	0.4725382033
206	0.472353295
207	0.4719140268
208	0.4716414453
209	0.4714132043
210	0.4708509796
211	0.4703457584
212	0.4699478912
213	0.4695631478
214	0.4690991943
215	0.4686670188
216	0.468282563
217	0.4679643759
218	0.4677009684
219	0.4674264693
220	0.4670291704
221	0.466499617
222	0.466103796
223	0.4658436087
224	0.4654846894
225	0.465078614
226	0.4646073129
227	0.4641246584
228	0.4636696707
229	0.4633669809
230	0.4629901908
231	0.4624974946
232	0.4621057544
233	0.4616934071
234	0.4614186181
235	0.4609177769
236	0.4605508015
237	0.4603412054
238	0.4598849761
239	0.4594999262
240	0.459205896
241	0.4588790727
242	0.4585952313
243	0.4581879236
244	0.4578776593
245	0.4575573816
246	0.4571792795
247	0.456817388
248	0.4564524003
249	0.4560936073
250	0.4556700585
251	0.4552613898
252	0.4548321725
253	0.4543872592
254	0.4538900147
255	0.453480186
256	0.453018543
257	0.4530091936
258	0.4527286168
259	0.4524516506
260	0.4520289578
261	0.4516713831
262	0.451380283
263	0.4510924474
264	0.4508468781
265	0.4506052795
266	0.4503093363
267	0.4500206846
268	0.4496491982
269	0.4492210473
270	0.4488958703
271	0.44859174
272	0.4482730782
273	0.4479036473
274	0.4476352471
275	0.4474287122
276	0.4470438845
277	0.4468120539
278	0.4465038382
279	0.4461416871
280	0.445822588
281	0.4454928954
282	0.4451144917
283	0.4448691024
284	0.4443929793
285	0.4441130596
286	0.4438195601
287	0.4435531546
288	0.443120453
289	0.4428765861
290	0.4425647761
291	0.4421289502
292	0.441878166
293	0.4415305908
294	0.441522682
295	0.4413180436
296	0.4410032754
297	0.4405305969
298	0.4402397447
299	0.4398071717
300	0.4395498723
301	0.4392861866
302	0.438989177
303	0.4386494779
304	0.4383828667
305	0.4381591063
306	0.4379078614
307	0.4377380949
308	0.437424386
309	0.4371117201
310	0.436790051
311	0.4364962569
312	0.4360604567
313	0.435758997
314	0.4354085104
315	0.4351233337
316	0.4347586453
317	0.4344727623
318	0.4342256426
319	0.4338613774
320	0.4336268599
321	0.4334542778
322	0.4330272377
323	0.4326505551
324	0.4323462167
325	0.4319578017
326	0.4317281319
327	0.4315706332
328	0.4311591302
329	0.4308964944
330	0.4306704212
331	0.4301145175
332	0.4298539677
333	0.4295448961
334	0.4292506881
335	0.4290978945
336	0.4288316199
337	0.4285256983
338	0.4282585118
339	0.427983821
340	0.4275592995
341	0.4272747004
342	0.4269765216
343	0.4266153994
344	0.4261957326
345	0.4259452103
346	0.4255187736
347	0.4253748429
348	0.425078294
349	0.4247309527
350	0.424387215
351	0.4240041366
352	0.4237455418
353	0.4234376909
354	0.4231076498
355	0.4227307521
356	0.422439991
357	0.4221596434
358	0.4219214778
359	0.421598499
360	0.4213476119
361	0.4210772403
362	0.4207550146
363	0.4203027934
364	0.4201810085
365	0.4200907864
366	0.4197763269
367	0.4194724398
368	0.4192468811
369	0.418940777
370	0.4187733654
371	0.4183803483
372	0.4181442873
373	0.4177565716
374	0.4174803164
375	0.4173136297
376	0.4170501847
377	0.4168183752
378	0.416624059
379	0.4164504994
380	0.4160350069
381	0.4158082064
382	0.4156650148
383	0.4152916061
384	0.4150049655
385	0.4145389213
386	0.4143032649
387	0.4140702721
388	0.4138142262
389	0.4134935697
390	0.4131805507
391	0.4130331707
392	0.4128313409
393	0.4124774751
394	0.4121156537
395	0.4118927446
396	0.411526611
397	0.4112018293
398	0.4108235144
399	0.4104843649
400	0.4101845818
401	0.409976756
402	0.4096971029
403	0.4093858588
404	0.4091479458
405	0.4089269542
406	0.4087649796
407	0.4084222943
408	0.4081079353
409	0.4077059243
410	0.4075083482
411	0.4072536236
412	0.4069344964
413	0.4067126372
414	0.4063593654
415	0.4060027075
416	0.4056646337
417	0.4054095489
418	0.4052412183
419	0.4049732811
420	0.4047392499
421	0.4045972579
422	0.4043154721
423	0.403956064
424	0.4038194763
425	0.4036053155
426	0.403576947
427	0.40318907
428	0.402914482
429	0.4026955554
430	0.4023542942
431	0.4021156702
432	0.4018985629
433	0.4016648755
434	0.4013270215
435	0.4011231548
436	0.4008670131
437	0.4005948572
438	0.400376749
439	0.4001835015
440	0.3999349529
441	0.3996847206
442	0.3994655086
443	0.3991521435
444	0.3989079773
445	0.3985300927
446	0.3982153455
447	0.397860687
448	0.3977169832
449	0.3974661873
450	0.3971563603
451	0.3968519003
452	0.396581061
453	0.3963281417
454	0.3960347381
455	0.3957665601
456	0.3953811244
457	0.3951447384
458	0.3947269027
459	0.3944288829
460	0.3941403645
461	0.3939003865
462	0.3937555672
463	0.3935096799
464	0.3932278917
465	0.3929680785
466	0.3927721113
467	0.392559695
468	0.3923755934
469	0.3921256768
470	0.3918969026
471	0.3915814212
472	0.3913375917
473	0.3911419987
474	0.3908937003
475	0.3906370394
476	0.3903802943
477	0.390225389
478	0.3899164811
479	0.3899122531
480	0.3896507959
481	0.3894934843
482	0.3890980351
483	0.3888341389
484	0.3885943667
485	0.3884525407
486	0.3882694003
487	0.3880841014
488	0.3878059987
489	0.3875028201
490	0.3872416763
491	0.3869921713
492	0.3866973856
493	0.3865039066
494	0.3862044206
495	0.3859905147
496	0.3857591752
497	0.3854672776
498	0.3851454798
499	0.3847954118
500	0.384648855
501	0.3844980561
502	0.3842448305
503	0.3840250082
504	0.3837446933
505	0.383548546
506	0.383370293
507	0.3831372464
508	0.3829978852
509	0.3827697378
510	0.3825751573
511	0.3822810195
512	0.3821362656
513	0.3819899614
514	0.3818043187
515	0.3815865777
516	0.3813464267
517	0.3811269434
518	0.3809367944
519	0.380657747
520	0.3805121396
521	0.3802949598
522	0.3801070348
523	0.3797392712
524	0.3794559303
525	0.3793125398
526	0.3789971332
527	0.3786978997
528	0.3785314071
529	0.37836527
530	0.3781268471
531	0.3778717273
532	0.3778036299
533	0.3776408087
534	0.3773716087
535	0.3771560401
536	0.376939017
537	0.3767676486
538	0.3766288276
539	0.3763841235
540	0.3761965539
541	0.3759557154
542	0.3756526795
543	0.3754639897
544	0.3752741003
545	0.3749254845
546	0.3747328871
547	0.3746532445
548	0.3745136915
549	0.3743046146
550	0.3741739457
551	0.3738444706
552	0.3735078116
553	0.3731816501
554	0.3729946207
555	0.3728211033
556	0.3725804962
557	0.3724517612
558	0.3722385452
559	0.3719701169
560	0.3716273216
561	0.371322153
562	0.3710582053
563	0.3707348758
564	0.3705476804
565	0.370110269
566	0.369896452
567	0.3697912985
568	0.3697168707
569	0.3695713756
570	0.3693414065
571	0.3691254263
572	0.3688783767
573	0.3685781143
574	0.3683331974
575	0.3681411051
576	0.367859511
577	0.3676000883
578	0.3672496368
579	0.3671076494
580	0.3669938341
581	0.3668248861
582	0.3665986048
583	0.3663800359
584	0.3662154515
585	0.3660525672
586	0.3658904149
587	0.3655390116
588	0.3652091881
589	0.3650189292
590	0.3648515549
591	0.3645651412
592	0.3642089018
593	0.3640079676
594	0.3637677535
595	0.3634285712
596	0.3632210612
597	0.3629426147
598	0.3627780303
599	0.3624498858
600	0.3622763263
601	0.3621126141
602	0.3618599381
603	0.3616516727
604	0.3613849351
605	0.3611157889
606	0.3608858549
607	0.3606469409
608	0.3605538963
609	0.3602691849
610	0.3600392064
611	0.3597487307
612	0.3595535258
613	0.3592383437
614	0.3590645176
615	0.3587333704
616	0.3584711439
617	0.3582206286
618	0.3579986455
619	0.3576658707
620	0.3574050379
621	0.3571593961
622	0.3568762633
623	0.3567680931
624	0.3564006991
625	0.3562345713
626	0.3560732585
627	0.3558097691
628	0.3556730668
629	0.3553835218
630	0.3552395444
631	0.3550459508
632	0.3548737405
633	0.3547531061
634	0.354472714
635	0.3542328483
636	0.3539223666
637	0.3536471262
638	0.3534446252
639	0.3532575724
640	0.3530396186
641	0.3528002673
642	0.3525293766
643	0.3522334194
644	0.3519699043
645	0.3516965932
646	0.3513808709
647	0.351169238
648	0.3509362662
649	0.3506845583
650	0.3504556041
651	0.3503202791
652	0.3499332276
653	0.3497127201
654	0.3495452149
655	0.3492875414
656	0.3490324029
657	0.3487014498
658	0.3485287976
659	0.3482401669
660	0.3479900211
661	0.3478184095
662	0.3476480514
663	0.3475429657
664	0.347438142
665	0.3472801358
666	0.3471111808
667	0.3469252972
668	0.3466736197
669	0.3464756625
670	0.3463028722
671	0.3460206584
672	0.3458147713
673	0.3456323908
674	0.3454675633
675	0.3452632686
676	0.3450465121
677	0.3448711869
678	0.3445387045
679	0.3444168143
680	0.3442201082
681	0.3442165443
682	0.3439751188
683	0.3437459237
684	0.3434918726
685	0.343233252
686	0.3432312245
687	0.3429428441
688	0.3426683076
689	0.3424541374
690	0.3422333306
691	0.3420332687
692	0.3418793479
693	0.3417141157
694	0.3416032703
695	0.3412579331
696	0.3410764577
697	0.3408608891
698	0.3407131864
699	0.3405396292
700	0.3402969339
701	0.3401589173
702	0.3399995735
703	0.3398164214
704	0.3396289196
705	0.3393915491
706	0.3392428923
707	0.3389691112
708	0.338707951
709	0.3386093056
710	0.3384377805
711	0.3382785163
712	0.3380776172
713	0.3379222956
714	0.3378576335
715	0.3376375609
716	0.3374459784
717	0.3372175387
718	0.3369374857
719	0.3365332297
720	0.3364068636
721	0.3362838275
722	0.3361938814
723	0.3360520998
724	0.3358371556
725	0.3356156332
726	0.3354213661
727	0.3352371803
728	0.3350239689
729	0.3347598763
730	0.3345866908
731	0.3343735216
732	0.3341276669
733	0.3340768604
734	0.3338660367
735	0.3336974675
736	0.3335191888
737	0.3334457549
738	0.3332670389
739	0.3331509739
740	0.3329569313
741	0.3328788181
742	0.332659094
743	0.3325304922
744	0.3322680435
745	0.332150054
746	0.331865062
747	0.3316166444
748	0.3313899258
749	0.331136036
750	0.3310144101
751	0.3307599334
752	0.3306359338
753	0.3304595096
754	0.3302485245
755	0.3300617219
756	0.3298912515
757	0.3297322117
758	0.3295505282
759	0.3292790107
760	0.3290215571
761	0.3288722548
762	0.3286793043
763	0.328457686
764	0.3283071958
765	0.3281378807
766	0.3279507928
767	0.3277820389
768	0.3275128693
769	0.3273808253
770	0.3272768808
771	0.327050382
772	0.3268949459
773	0.3267634889
774	0.3265173419
775	0.3263919393
776	0.3261662543
777	0.3260294023
778	0.3257963838
779	0.3256534938
780	0.3253767965
781	0.3252663159
782	0.3250408578
783	0.3249491905
784	0.3247296885
785	0.3246094657
786	0.3243581553
787	0.3241075722
788	0.3238845017
789	0.3237602332
790	0.3235517924
791	0.3233201349
792	0.3232275486
793	0.3230538159
794	0.3229030358
795	0.3227084998
796	0.3225480522
797	0.322338241
798	0.322119754
799	0.3219825629
800	0.3217625979
801	0.3216157535
802	0.3214364108
803	0.3214339998
804	0.321162618
805	0.3210984165
806	0.3207831689
807	0.3206641013
808	0.3204981559
809	0.3202361562
810	0.3200399341
811	0.3197770317
812	0.3196206462
813	0.3193262207
814	0.3191017985
815	0.318853009
816	0.3187031105
817	0.3185206809
818	0.3181867673
819	0.3180843289
820	0.3178525123
821	0.3176231629
822	0.3174283228
823	0.3172516414
824	0.3170215085
825	0.3169760876
826	0.3167972641
827	0.3166302149
828	0.3163074116
829	0.3161522467
830	0.3159561252
831	0.3156813058
832	0.315447726
833	0.3153699073
834	0.3151588193
835	0.3149693275
836	0.3148396594
837	0.3147370736
838	0.3146711183
839	0.3145225176
840	0.314520116
841	0.3145181259
842	0.3144269871
843	0.3142808629
844	0.314104261
845	0.3138387769
846	0.3136386822
847	0.313407939
848	0.3132398703
849	0.3129681985
850	0.3128191675
851	0.3126666078
852	0.3124072272
853	0.3122827927
854	0.31193377
855	0.3118114074
856	0.311639272
857	0.3114580351
858	0.3112193784
859	0.3110775875
860	0.3108389097
861	0.3105565813
862	0.3103640214
863	0.3101678554
864	0.3100229472
865	0.3098290379
866	0.3095764273
867	0.3093849174
868	0.3092014168
869	0.3090612862
870	0.3089539462
871	0.3087940248
872	0.3086032211
873	0.3084351687
874	0.3083273423
875	0.3080691637
876	0.3078698875
877	0.3077102094
878	0.3074448796
879	0.3073176599
880	0.307140602
881	0.3069302366
882	0.306909045
883	0.3067493785
884	0.3065903177
885	0.3063516048
886	0.306194485
887	0.3060690987
888	0.305927703
889	0.3058124846
890	0.3056519084
891	0.3055167612
892	0.305377386
893	0.305266557
894	0.3051157932
895	0.3049822666
896	0.3049691452
897	0.3047345247
898	0.304561779
899	0.3043962101
900	0.3042368289
901	0.3040023113
902	0.3038143536
903	0.303662956
904	0.3035637494
905	0.3034341538
906	0.30332611
907	0.3032279252
908	0.3031390198
909	0.3029844746
910	0.3027845249
911	0.3025571843
912	0.302351973
913	0.3022156705
914	0.3019992881
915	0.3018204926
916	0.301630671
917	0.3015642877
918	0.3014322321
919	0.3012573185
920	0.3010369349
921	0.3008282789
922	0.3006576846
923	0.300514991
924	0.3003036598
925	0.3001452608
926	0.2999577988
927	0.2998402769
928	0.299534837
929	0.299372673
930	0.2991646321
931	0.2989555108
932	0.2988367776
933	0.2986416523
934	0.2984653286
935	0.2983001759
936	0.2981265088
937	0.2980137294
938	0.2978557256
939	0.2977439752
940	0.297546067
941	0.2973106562
942	0.297189975
943	0.2971102856
944	0.2968958091
945	0.2967307102
946	0.2966012292
947	0.2964318275
948	0.2962933643
949	0.2961204034
950	0.2958861431
951	0.2956820893
952	0.2955309561
953	0.2953176278
954	0.2950884
955	0.294889519
956	0.2948124557
957	0.294630999
958	0.2944760516
959	0.2942421678
960	0.2939967715
961	0.2938397078
962	0.2935955415
963	0.2933541277
964	0.2932159054
965	0.2930420652
966	0.2929669476
967	0.2927611306
968	0.29249317
969	0.2922255204
970	0.2920731127
971	0.2919554949
972	0.2918262034
973	0.2916820506
974	0.2915517371
975	0.2913376207
976	0.2912242286
977	0.291072609
978	0.2908761109
979	0.2907471397
980	0.2905058475
981	0.2903412351
982	0.2902139172
983	0.2899609582
984	0.2898632576
985	0.2897379695
986	0.2896218438
987	0.2894376907
988	0.289326698
989	0.2891974228
990	0.2890607719
991	0.2888993562
992	0.2887247583
993	0.2884789505
994	0.2884059258
995	0.2883379476
996	0.2882228742
997	0.2880079861
998	0.2877687027
999	0.2876775335
